id,value,feed_id,created_at,lat,lon,ele
0F379ZC6JSCGY5RNW4AREG0867,462,2300344,2022-08-13 03:14:32 UTC,,,
0F379ZHYFMRE2DN9W8E12TB359,462,2300344,2022-08-13 03:14:50 UTC,,,
0F379ZQPHJZK6569PYDSH64AX3,468,2300344,2022-08-13 03:15:09 UTC,,,
0F379ZXA2F92SF4AHVBQQT3ARF,468,2300344,2022-08-13 03:15:28 UTC,,,
0F37A02SCMA3NET0WH1JPQGGCM,468,2300344,2022-08-13 03:15:46 UTC,,,
0F37A08VABH15CYFQMAA7DN6YF,454,2300344,2022-08-13 03:16:05 UTC,,,
0F37A0EY19CR66WNAWPP4WMRHC,454,2300344,2022-08-13 03:16:25 UTC,,,
0F37A0MS1NSCMDC0PRXTC8TNHS,454,2300344,2022-08-13 03:16:44 UTC,,,
0F37A0W63T36BHV66JEW1239DY,447,2300344,2022-08-13 03:17:09 UTC,,,
0F37A11ZBHYVQEA1ZKKDJRK3QA,447,2300344,2022-08-13 03:17:28 UTC,,,
0F37A17KFGM45MV8PK2J81TJNT,447,2300344,2022-08-13 03:17:46 UTC,,,
0F37A1DWPNNFNC0FFKJGE71AVN,467,2300344,2022-08-13 03:18:07 UTC,,,
0F37A1KXK81PYQYHCJJ0NJ37TQ,467,2300344,2022-08-13 03:18:27 UTC,,,
0F37A1SW1M0FN3H29KYTDE5KT2,467,2300344,2022-08-13 03:18:46 UTC,,,
0F37A1ZV26F8754VD31SJ3QA58,449,2300344,2022-08-13 03:19:06 UTC,,,
0F37A25BV97H5AVAB6AZHPKE96,449,2300344,2022-08-13 03:19:24 UTC,,,
0F37A2B3SBX8Q6Z743T2597B5F,449,2300344,2022-08-13 03:19:43 UTC,,,
0F37A2GXS3Y8CGJ283K11X82D7,449,2300344,2022-08-13 03:20:02 UTC,,,
0F37A2PPXXXY65SS9TYN7EXRPM,461,2300344,2022-08-13 03:20:21 UTC,,,
0F37A2X48NCH03995ACF0HA1EC,461,2300344,2022-08-13 03:20:42 UTC,,,
0F37A32Y198SZ4HAFCQ2MYPENB,461,2300344,2022-08-13 03:21:01 UTC,,,
0F37A38S36Y9D323A0A5N9SNYA,459,2300344,2022-08-13 03:21:20 UTC,,,
0F37A3EEXXM1M4D87FKKF2HNEG,459,2300344,2022-08-13 03:21:38 UTC,,,
0F37A3R0YC9B471DCRSGSJ1BM0,459,2300344,2022-08-13 03:22:10 UTC,,,
0F37A3WVH5HBCKSS29HQNGMKZQ,459,2300344,2022-08-13 03:22:26 UTC,,,
0F37A42J8C3EKA0RFZGZTCZWF7,459,2300344,2022-08-13 03:22:44 UTC,,,
0F37A485TK5MBJCHXHD8J1EE9T,459,2300344,2022-08-13 03:23:03 UTC,,,
0F37A4DQ1J9CM0ADCBXFT6HYB9,453,2300344,2022-08-13 03:23:21 UTC,,,
0F37A4KEB82G5MDW4G6BE67CER,453,2300344,2022-08-13 03:23:40 UTC,,,
0F37A4SCBHS9GYXBNX8W8Z4CRF,453,2300344,2022-08-13 03:23:59 UTC,,,
